,bhk,type,area,price,price_unit,region,status
34451,1,Apartment,775,1.62,Cr,Andheri,Ready to move
34452,1,Apartment,775,1.63,Cr,Andheri,Ready to move
34453,1,Apartment,775,1.64,Cr,Andheri,Ready to move
34454,2,Apartment,1095,2.21,Cr,Andheri,Ready to move
34455,2,Apartment,1095,2.22,Cr,Andheri,Ready to move
34456,2,Apartment,1095,2.23,Cr,Andheri,Ready to move
34457,2,Apartment,1095,2.24,Cr,Andheri,Ready to move
34458,3,Apartment,1386,3.13,Cr,Andheri,Ready to move
34477,2,Apartment,867,2.1,Cr,Andheri,Ready to move
34478,2,Apartment,1054,2.35,Cr,Andheri,Ready to move
34480,2,Apartment,891,1.88,Cr,Andheri,Ready to move
34481,3,Apartment,996,2.1,Cr,Andheri,Ready to move
34482,3,Apartment,1062,2.23,Cr,Andheri,Ready to move
34483,4,Apartment,1790,3.76,Cr,Andheri,Ready to move
34484,4,Apartment,1890,3.98,Cr,Andheri,Ready to move
34760,1,Apartment,426,1.1,Cr,Andheri,Under Construction
34762,1,Apartment,456,1.15,Cr,Andheri,Under Construction
34821,3,Apartment,991,2.89,Cr,Andheri,Under Construction
34822,3,Apartment,1076,3.12,Cr,Andheri,Under Construction
34960,3,Apartment,860,2.7,Cr,Andheri,Under Construction
34997,2,Apartment,1125,2.3,Cr,Andheri,Ready to move
34998,3,Apartment,1275,2.5,Cr,Andheri,Ready to move
34999,3,Apartment,1275,2.65,Cr,Andheri,Ready to move
35000,2,Apartment,1125,2.32,Cr,Andheri,Under Construction
35033,1,Studio Apartment,300,50,L,Andheri,Under Construction
35072,2,Apartment,1125,2.2,Cr,Andheri,Ready to move
35131,3,Apartment,1275,2.58,Cr,Andheri,Ready to move
35252,2,Apartment,840,1.95,Cr,Andheri,Ready to move
35259,2,Apartment,886,1.7,Cr,Andheri,Ready to move
35302,1,Studio Apartment,300,50,L,Andheri,Under Construction
35374,3,Apartment,1448,2.45,Cr,Andheri,Ready to move
35375,3,Apartment,1854,3.2,Cr,Andheri,Ready to move
35376,3,Apartment,1491,2.57,Cr,Andheri,Ready to move
35399,1,Apartment,775,1.61,Cr,Andheri,Ready to move
35400,1,Apartment,775,1.62,Cr,Andheri,Ready to move
35401,1,Apartment,775,1.63,Cr,Andheri,Ready to move
35402,1,Apartment,775,1.64,Cr,Andheri,Ready to move
35403,2,Apartment,1095,2.21,Cr,Andheri,Ready to move
35404,2,Apartment,1095,2.22,Cr,Andheri,Ready to move
35405,2,Apartment,1095,2.23,Cr,Andheri,Ready to move
35406,2,Apartment,1095,2.24,Cr,Andheri,Ready to move
35407,3,Apartment,1386,3.13,Cr,Andheri,Ready to move
35450,1,Studio Apartment,300,50,L,Andheri,Under Construction
35839,2,Apartment,938,2.09,Cr,Andheri,Ready to move
35840,3,Apartment,1175,2.69,Cr,Andheri,Ready to move
35872,2,Apartment,840,1.95,Cr,Andheri,Ready to move
36155,2,Apartment,750,2.19,Cr,Andheri,Ready to move
36156,2,Apartment,800,2.3,Cr,Andheri,Ready to move
36166,3,Apartment,1250,3.55,Cr,Andheri,Ready to move
36191,2,Apartment,857,2,Cr,Andheri,Under Construction
36207,3,Apartment,1280,2.45,Cr,Andheri,Ready to move
36222,3,Apartment,1492,2.25,Cr,Andheri,Ready to move
36223,2,Apartment,1146,1.89,Cr,Andheri,Under Construction
36244,3,Apartment,1280,2.45,Cr,Andheri,Ready to move
36272,3,Apartment,1039,2.46,Cr,Andheri,Under Construction
36330,2,Apartment,790,1.85,Cr,Andheri,Ready to move
36435,2,Apartment,1100,2.7,Cr,Andheri,Ready to move
36483,3,Apartment,1275,2.7,Cr,Andheri,Ready to move
36508,3,Apartment,1275,2.7,Cr,Andheri,Ready to move
36683,1,Apartment,602,1.01,Cr,Andheri,Under Construction
36743,2,Apartment,969,1.61,Cr,Andheri,Ready to move
36919,3,Apartment,1017,2.5,Cr,Andheri,Under Construction
36945,2,Apartment,1050,2.3,Cr,Andheri,Ready to move
36957,2,Apartment,826,1.44,Cr,Andheri,Under Construction
36975,2,Apartment,720,2.3,Cr,Andheri,Under Construction
36976,2,Apartment,718,2.29,Cr,Andheri,Under Construction
36977,2,Apartment,677,2.16,Cr,Andheri,Under Construction
37261,1,Apartment,650,1.2,Cr,Andheri,Ready to move
37262,1,Apartment,665,1.12,Cr,Andheri,Ready to move
37263,2,Apartment,1120,1.6,Cr,Andheri,Ready to move
37264,2,Apartment,980,1.85,Cr,Andheri,Ready to move
37265,2,Apartment,980,1.8,Cr,Andheri,Ready to move
37266,2,Apartment,842,1.85,Cr,Andheri,Ready to move
37267,2,Apartment,1200,2.05,Cr,Andheri,Ready to move
37268,2,Apartment,1041,2.3,Cr,Andheri,Ready to move
37391,2,Apartment,1011,2.34,Cr,Andheri,Ready to move
37490,3,Apartment,1324,3.2,Cr,Andheri,Ready to move
37495,2,Apartment,969,1.61,Cr,Andheri,Ready to move
37636,2,Apartment,869,2.43,Cr,Andheri,Under Construction
37637,2,Apartment,757,2.11,Cr,Andheri,Under Construction
37638,3,Apartment,860,2.4,Cr,Andheri,Under Construction
37639,3,Apartment,1024,2.86,Cr,Andheri,Under Construction
37640,2,Apartment,762,2.13,Cr,Andheri,Under Construction
37674,3,Apartment,1137,2.88,Cr,Andheri,Under Construction
37675,2,Apartment,883,1.8,Cr,Andheri,Under Construction
37676,2,Apartment,1091,1.88,Cr,Andheri,Ready to move
37698,3,Apartment,1700,4,Cr,Andheri,Ready to move
37764,2,Apartment,1050,2.04,Cr,Andheri,Ready to move
37769,2,Apartment,722,2.45,Cr,Andheri,Under Construction
37770,1,Apartment,412,1.36,Cr,Andheri,Under Construction
37771,3,Apartment,840,3.15,Cr,Andheri,Under Construction
37772,3,Apartment,860,3.25,Cr,Andheri,Under Construction
37792,2,Apartment,852,1.55,Cr,Andheri,Ready to move
38119,1,Apartment,459,1.21,Cr,Andheri,Under Construction
38120,2,Apartment,915,2.4,Cr,Andheri,Under Construction
38121,1,Apartment,454,1.2,Cr,Andheri,Under Construction
38122,2,Apartment,747,1.9,Cr,Andheri,Under Construction
38145,1,Apartment,650,1.18,Cr,Andheri,Ready to move
38323,3,Apartment,2072,3.85,Cr,Andheri,Under Construction
38332,1,Apartment,710,1.31,Cr,Andheri,Ready to move
38413,1,Apartment,687,1.5,Cr,Andheri,Ready to move
38416,2,Apartment,1080,2.3,Cr,Andheri,Under Construction
38448,1,Apartment,650,1.3,Cr,Andheri,Ready to move
38449,3,Apartment,1038,2.28,Cr,Andheri,Ready to move
38457,2,Apartment,1070,1.4,Cr,Andheri,Ready to move
38472,2,Apartment,667,1.96,Cr,Andheri,Under Construction
38474,3,Apartment,904,2.41,Cr,Andheri,Under Construction
38510,4,Apartment,1710,5.08,Cr,Andheri,Under Construction
38523,2,Apartment,996,1.8,Cr,Andheri,Ready to move
38534,2,Apartment,925,2.3,Cr,Andheri,Ready to move
38593,3,Apartment,1113,3.7,Cr,Andheri,Ready to move
38675,3,Apartment,1455,2.4,Cr,Andheri,Ready to move
38676,2,Apartment,1150,1.65,Cr,Andheri,Ready to move
39051,2,Apartment,890,2.22,Cr,Andheri,Under Construction
39057,3,Apartment,1275,2.5,Cr,Andheri,Ready to move
39245,2,Apartment,1450,2,Cr,Andheri,Ready to move
39246,3,Apartment,1850,2.1,Cr,Andheri,Ready to move
39268,2,Apartment,1290,1.85,Cr,Andheri,Ready to move
39269,3,Apartment,1650,2.6,Cr,Andheri,Ready to move
39270,2,Apartment,1090,1.44,Cr,Andheri,Under Construction
39273,2,Apartment,1131,2.39,Cr,Andheri,Under Construction
39302,2,Apartment,950,1.55,Cr,Andheri,Ready to move
39345,2,Apartment,949,1.76,Cr,Andheri,Ready to move
39534,2,Apartment,1000,1.8,Cr,Andheri,Under Construction
39540,4,Apartment,3200,5.3,Cr,Andheri,Under Construction
39542,3,Apartment,1850,3.6,Cr,Andheri,Under Construction
39543,3,Apartment,1650,3.5,Cr,Andheri,Under Construction
39544,2,Apartment,1290,2.3,Cr,Andheri,Under Construction
39547,4,Apartment,1850,3.1,Cr,Andheri,Under Construction
39548,2,Apartment,1090,1.5,Cr,Andheri,Under Construction
39550,2,Apartment,1000,1.4,Cr,Andheri,Under Construction
39579,3,Apartment,1850,2.15,Cr,Andheri,Ready to move
39580,2,Apartment,1450,2,Cr,Andheri,Ready to move
39616,2,Apartment,656,1.84,Cr,Andheri,Under Construction
39617,1,Apartment,469,1.27,Cr,Andheri,Under Construction
39618,1,Apartment,495,1.42,Cr,Andheri,Under Construction
39619,1,Apartment,320,89.25,L,Andheri,Under Construction
39620,2,Apartment,795,2.1,Cr,Andheri,Under Construction
39621,1,Apartment,326,90.5,L,Andheri,Under Construction
39644,4,Apartment,1500,2.95,Cr,Andheri,Ready to move
39645,1,Apartment,750,1.25,Cr,Andheri,Ready to move
39648,2,Apartment,950,2.25,Cr,Andheri,Ready to move
39649,1,Apartment,750,1.25,Cr,Andheri,Ready to move
39665,2,Apartment,808,1.46,Cr,Andheri,Under Construction
39748,1,Apartment,750,1.1,Cr,Andheri,Under Construction
39754,3,Apartment,1850,2.7,Cr,Andheri,Ready to move
39755,3,Apartment,1650,2.35,Cr,Andheri,Ready to move
39802,3,Apartment,1650,2.6,Cr,Andheri,Under Construction
39803,2,Apartment,1090,1.9,Cr,Andheri,Under Construction
39804,3,Apartment,1600,2.35,Cr,Andheri,Under Construction
39811,2,Apartment,1150,1.9,Cr,Andheri,Ready to move
39812,3,Apartment,1600,2.4,Cr,Andheri,Ready to move
39813,3,Apartment,1850,2.6,Cr,Andheri,Ready to move
39815,2,Apartment,1450,2.1,Cr,Andheri,Ready to move
39816,3,Apartment,1650,2.38,Cr,Andheri,Ready to move
39818,4,Apartment,3250,5,Cr,Andheri,Ready to move
39899,1,Apartment,1450,2.05,Cr,Andheri,Ready to move
39916,2,Apartment,1100,1.2,Cr,Andheri,Ready to move
39917,2,Apartment,1000,1,Cr,Andheri,Ready to move
39919,1,Apartment,650,70,L,Andheri,Ready to move
39934,3,Apartment,1650,2.35,Cr,Andheri,Ready to move
39978,2,Apartment,1349,3.29,Cr,Andheri,Ready to move
39979,3,Apartment,2179,5.32,Cr,Andheri,Ready to move
39983,3,Apartment,1650,2.6,Cr,Andheri,Ready to move
39984,2,Apartment,1250,1.82,Cr,Andheri,Ready to move
40049,1,Apartment,600,1.06,Cr,Andheri,Under Construction
40058,1,Apartment,600,1.06,Cr,Andheri,Under Construction
40149,2,Apartment,600,1.8,Cr,Andheri,Under Construction
40151,3,Apartment,825,2.35,Cr,Andheri,Under Construction
40280,1,Apartment,600,1.06,Cr,Andheri,Under Construction
40311,2,Apartment,1014,1.4,Cr,Andheri,Under Construction
40312,1,Apartment,684,92,L,Andheri,Under Construction
40313,1,Apartment,684,92,L,Andheri,Under Construction
40352,1,Apartment,662,60,L,Andheri,Ready to move
40359,2,Apartment,1450,2,Cr,Andheri,Ready to move
40473,2,Apartment,1000,1.8,Cr,Andheri,Under Construction
40590,2,Apartment,1362,2.03,Cr,Andheri,Ready to move
40738,2,Apartment,1148,2.25,Cr,Andheri,Ready to move
40828,2,Apartment,808,1.46,Cr,Andheri,Under Construction
40847,3,Apartment,1650,2.65,Cr,Andheri,Under Construction
40863,2,Apartment,1090,1.5,Cr,Andheri,Under Construction
40882,2,Apartment,878,42.9,L,Andheri,Ready to move
40949,2,Apartment,917,1.64,Cr,Andheri,Under Construction
41056,1,Apartment,750,1.25,Cr,Andheri,Under Construction
41057,2,Apartment,1450,2.05,Cr,Andheri,Ready to move
41078,1,Apartment,700,1.1,Cr,Andheri,Under Construction
41097,3,Apartment,1500,4.12,Cr,Andheri,Ready to move
41663,2,Apartment,787,2.27,Cr,Andheri,Under Construction
41664,2,Apartment,746,2.22,Cr,Andheri,Under Construction
41753,1,Apartment,429,1,Cr,Andheri,Ready to move
41754,1,Apartment,486,1.14,Cr,Andheri,Ready to move
41755,1,Apartment,479,1.12,Cr,Andheri,Ready to move
41756,2,Apartment,522,1.22,Cr,Andheri,Ready to move
41757,2,Apartment,577,1.35,Cr,Andheri,Ready to move
41758,1,Apartment,425,99.79,L,Andheri,Ready to move
41759,2,Apartment,622,1.46,Cr,Andheri,Ready to move
41760,2,Apartment,526,1.23,Cr,Andheri,Ready to move
41761,1,Apartment,521,1.22,Cr,Andheri,Ready to move
41762,1,Apartment,487,1.14,Cr,Andheri,Ready to move
41763,2,Apartment,600,1.41,Cr,Andheri,Ready to move
41764,2,Apartment,556,1.3,Cr,Andheri,Ready to move
41765,2,Apartment,484,1.13,Cr,Andheri,Ready to move
41766,2,Apartment,576,1.35,Cr,Andheri,Ready to move
41767,1,Apartment,432,1.01,Cr,Andheri,Ready to move
41768,1,Apartment,455,1.06,Cr,Andheri,Ready to move
41769,2,Apartment,525,1.23,Cr,Andheri,Ready to move
41770,1,Apartment,471,1.1,Cr,Andheri,Ready to move
41771,1,Apartment,499,1.17,Cr,Andheri,Ready to move
41772,1,Apartment,425,99.89,L,Andheri,Ready to move
41773,2,Apartment,577,1.35,Cr,Andheri,Ready to move
42670,2,Apartment,618,1.82,Cr,Andheri,Under Construction
42671,2,Apartment,718,2.12,Cr,Andheri,Under Construction
42672,2,Apartment,758,2.24,Cr,Andheri,Under Construction
42673,3,Apartment,1033,3.06,Cr,Andheri,Under Construction
42674,3,Apartment,1076,3.19,Cr,Andheri,Under Construction
42675,3,Apartment,866,2.57,Cr,Andheri,Under Construction
42676,3,Apartment,913,2.7,Cr,Andheri,Under Construction
42677,3,Apartment,948,2.81,Cr,Andheri,Under Construction
42678,3,Apartment,991,2.94,Cr,Andheri,Under Construction
42914,2,Apartment,683,1.71,Cr,Andheri,Under Construction
42915,2,Apartment,707,1.81,Cr,Andheri,Under Construction
42916,3,Apartment,882,2.31,Cr,Andheri,Under Construction
42917,3,Apartment,904,2.44,Cr,Andheri,Under Construction
42918,4,Apartment,1868,5.31,Cr,Andheri,Under Construction
42919,2,Apartment,694,1.77,Cr,Andheri,Under Construction
42920,2,Apartment,703,1.75,Cr,Andheri,Under Construction
42985,1,Apartment,424,1.24,Cr,Andheri,Under Construction
42986,2,Apartment,562,1.7,Cr,Andheri,Under Construction
43054,2,Apartment,670,1.94,Cr,Andheri,Under Construction
43055,3,Apartment,956,2.77,Cr,Andheri,Under Construction
43390,2,Apartment,685,1.71,Cr,Andheri,Under Construction
43391,2,Apartment,690,1.72,Cr,Andheri,Under Construction
43392,2,Apartment,692,1.72,Cr,Andheri,Under Construction
43393,2,Apartment,694,1.73,Cr,Andheri,Under Construction
43394,3,Apartment,882,2.33,Cr,Andheri,Under Construction
43395,3,Apartment,905,2.39,Cr,Andheri,Under Construction
43804,2,Apartment,950,2.15,Cr,Andheri,Ready to move
43805,3,Apartment,1050,2.4,Cr,Andheri,Ready to move
43808,2,Apartment,850,1.8,Cr,Andheri,Under Construction
43828,3,Apartment,1100,2.95,Cr,Andheri,Ready to move
43880,2,Apartment,852,1.55,Cr,Andheri,Ready to move
44230,3,Apartment,1450,3.6,Cr,Andheri,Ready to move
44618,2,Apartment,1050,1.94,Cr,Andheri,Ready to move
44771,1,Apartment,700,1.1,Cr,Andheri,Under Construction
44777,2,Apartment,1020,1.7,Cr,Andheri,Ready to move
44781,2,Apartment,1050,2.1,Cr,Andheri,Ready to move
44784,1,Apartment,540,1.2,Cr,Andheri,Ready to move
44797,2,Apartment,1050,2,Cr,Andheri,Ready to move
44823,1,Apartment,650,1.1,Cr,Andheri,Ready to move
44824,1,Apartment,675,1.1,Cr,Andheri,Ready to move
44856,2,Apartment,1100,1.7,Cr,Andheri,Ready to move
44857,2,Apartment,1100,1.95,Cr,Andheri,Ready to move
44858,1,Apartment,630,1.3,Cr,Andheri,Ready to move
44859,2,Apartment,902,1.65,Cr,Andheri,Ready to move
44983,1,Apartment,550,1.3,Cr,Andheri,Ready to move
45029,1,Studio Apartment,410,85,L,Andheri,Ready to move
45030,2,Apartment,642,1.7,Cr,Andheri,Ready to move
45031,4,Apartment,1570,4.5,Cr,Andheri,Ready to move
45032,2,Apartment,950,2.05,Cr,Andheri,Ready to move
45033,3,Apartment,1080,2.95,Cr,Andheri,Ready to move
45034,1,Apartment,570,1.1,Cr,Andheri,Ready to move
45035,1,Apartment,540,1.35,Cr,Andheri,Ready to move
45036,2,Apartment,710,1.5,Cr,Andheri,Ready to move
45037,1,Apartment,535,95,L,Andheri,Ready to move
45038,1,Apartment,480,1.1,Cr,Andheri,Ready to move
45039,2,Apartment,642,1.72,Cr,Andheri,Ready to move
45040,1,Apartment,540,1.03,Cr,Andheri,Ready to move
45079,3,Apartment,1500,3.5,Cr,Andheri,Ready to move
45080,3,Apartment,1500,3.6,Cr,Andheri,Ready to move
45156,3,Apartment,1050,2.8,Cr,Andheri,Ready to move
45256,1,Apartment,612,1,Cr,Andheri,Ready to move
45304,1,Apartment,850,1.3,Cr,Andheri,Ready to move
45444,2,Apartment,1079,1.58,Cr,Andheri,Ready to move
45445,3,Apartment,1450,1.95,Cr,Andheri,Ready to move
45446,2,Apartment,1079,1.6,Cr,Andheri,Ready to move
45472,2,Apartment,1075,2.5,Cr,Andheri,Ready to move
45507,1,Apartment,735,1.35,Cr,Andheri,Ready to move
45564,2,Apartment,945,2.1,Cr,Andheri,Ready to move
45577,2,Apartment,630,1.7,Cr,Andheri,Ready to move
45582,2,Apartment,630,1.7,Cr,Andheri,Ready to move
45678,3,Apartment,1325,2.45,Cr,Andheri,Under Construction
45679,2,Apartment,1050,1.85,Cr,Andheri,Under Construction
45721,3,Apartment,1400,2.85,Cr,Andheri,Under Construction
45722,3,Apartment,1300,2.6,Cr,Andheri,Under Construction
45723,2,Apartment,1150,2.25,Cr,Andheri,Under Construction
45725,2,Apartment,975,1.9,Cr,Andheri,Under Construction
45888,2,Apartment,900,1.99,Cr,Andheri,Under Construction
45928,2,Apartment,1050,1.89,Cr,Andheri,Under Construction
45929,3,Apartment,1200,2.55,Cr,Andheri,Under Construction
45931,3,Apartment,1350,2.51,Cr,Andheri,Under Construction
45970,2,Apartment,750,1.65,Cr,Andheri,Under Construction
45971,1,Apartment,550,1.15,Cr,Andheri,Under Construction
45972,2,Apartment,870,2.25,Cr,Andheri,Under Construction
45977,2,Apartment,750,1.65,Cr,Andheri,Under Construction
45978,1,Apartment,550,1.15,Cr,Andheri,Under Construction
45979,2,Apartment,870,2.25,Cr,Andheri,Under Construction
45980,2,Apartment,750,2,Cr,Andheri,Under Construction
45981,1,Apartment,650,1.45,Cr,Andheri,Under Construction
46112,2,Apartment,900,1.99,Cr,Andheri,Under Construction
46156,3,Apartment,1150,3.25,Cr,Andheri,Ready to move
46157,2,Apartment,850,2.15,Cr,Andheri,Ready to move
46158,2,Apartment,730,1.5,Cr,Andheri,Ready to move
46159,1,Apartment,520,1.21,Cr,Andheri,Ready to move
46162,1,Apartment,559,1,Cr,Andheri,Under Construction
46163,3,Apartment,1280,2.9,Cr,Andheri,Ready to move
46164,2,Apartment,685,1.45,Cr,Andheri,Under Construction
46169,2,Apartment,600,1.49,Cr,Andheri,Ready to move
46172,2,Apartment,710,1.53,Cr,Andheri,Under Construction
46175,2,Apartment,665,1.4,Cr,Andheri,Under Construction
46178,2,Apartment,750,1.59,Cr,Andheri,Under Construction
46181,2,Apartment,750,1.65,Cr,Andheri,Under Construction
46217,2,Apartment,600,1.49,Cr,Andheri,Ready to move
46220,2,Apartment,710,1.53,Cr,Andheri,Under Construction
46223,2,Apartment,665,1.4,Cr,Andheri,Under Construction
46226,2,Apartment,750,1.59,Cr,Andheri,Under Construction
46229,2,Apartment,750,1.65,Cr,Andheri,Under Construction
46745,1,Apartment,585,1.15,Cr,Andheri,Ready to move
46784,3,Apartment,1500,3.54,Cr,Andheri,Under Construction
46785,2,Apartment,1050,1.98,Cr,Andheri,Under Construction
46878,3,Apartment,1350,2.5,Cr,Andheri,Under Construction
46935,3,Apartment,1200,2.75,Cr,Andheri,Ready to move
47026,1,Apartment,700,1.5,Cr,Andheri,Ready to move
47327,3,Apartment,1400,3.28,Cr,Andheri,Under Construction
47328,2,Apartment,1150,2.46,Cr,Andheri,Under Construction
47352,2,Apartment,1050,1.5,Cr,Andheri,Ready to move
47353,1,Apartment,800,1.3,Cr,Andheri,Ready to move
47526,2,Apartment,610,1.3,Cr,Andheri,Ready to move
47527,3,Apartment,1800,3.4,Cr,Andheri,Ready to move
47528,2,Apartment,1290,2.35,Cr,Andheri,Ready to move
47529,2,Apartment,1020,1.75,Cr,Andheri,Ready to move
47530,1,Apartment,700,1.15,Cr,Andheri,Ready to move
47531,1,Apartment,665,1.2,Cr,Andheri,Ready to move
47532,2,Apartment,610,1.35,Cr,Andheri,Ready to move
47533,2,Apartment,1050,2.1,Cr,Andheri,Ready to move
47534,2,Apartment,1050,2,Cr,Andheri,Ready to move
47535,1,Apartment,750,1.1,Cr,Andheri,Ready to move
47537,2,Apartment,800,1.49,Cr,Andheri,Ready to move
47621,2,Apartment,1079,1.8,Cr,Andheri,Ready to move
47622,2,Apartment,1079,1.88,Cr,Andheri,Ready to move
47624,1,Apartment,612,1.15,Cr,Andheri,Ready to move
47629,2,Apartment,610,1.3,Cr,Andheri,Ready to move
47630,3,Apartment,1800,3.4,Cr,Andheri,Ready to move
47631,2,Apartment,1290,2.35,Cr,Andheri,Ready to move
47632,2,Apartment,1020,1.75,Cr,Andheri,Ready to move
47633,1,Apartment,700,1.15,Cr,Andheri,Ready to move
47634,1,Apartment,665,1.2,Cr,Andheri,Ready to move
47635,2,Apartment,610,1.35,Cr,Andheri,Ready to move
47674,1,Apartment,800,1.3,Cr,Andheri,Ready to move
48004,2,Apartment,1190,2.4,Cr,Andheri,Ready to move
48884,3,Apartment,1300,3.2,Cr,Andheri,Under Construction
48890,2,Apartment,816,2.08,Cr,Andheri,Ready to move
48892,1,Apartment,500,1.25,Cr,Andheri,Ready to move
48893,3,Apartment,1650,2.37,Cr,Andheri,Under Construction
48894,2,Apartment,1441,2.1,Cr,Andheri,Ready to move
48895,1,Apartment,450,97,L,Andheri,Under Construction
48896,2,Apartment,750,1.71,Cr,Andheri,Under Construction
48901,3,Apartment,1144,2.8,Cr,Andheri,Ready to move
48903,2,Apartment,1150,2.3,Cr,Andheri,Ready to move
48904,2,Apartment,600,1.65,Cr,Andheri,Ready to move
48905,1,Apartment,500,1.3,Cr,Andheri,Ready to move
48907,2,Apartment,600,1.65,Cr,Andheri,Ready to move
48908,2,Apartment,600,1.75,Cr,Andheri,Ready to move
48910,2,Apartment,710,2,Cr,Andheri,Under Construction
48911,1,Apartment,460,1.1,Cr,Andheri,Ready to move
50511,2,Apartment,896,1.55,Cr,Andheri,Under Construction
50512,2,Apartment,826,1.46,Cr,Andheri,Under Construction
50532,3,Apartment,1229,2.5,Cr,Andheri,Ready to move
50535,2,Apartment,917,1.64,Cr,Andheri,Under Construction
50540,3,Apartment,1229,2.5,Cr,Andheri,Ready to move
50543,2,Apartment,917,1.64,Cr,Andheri,Under Construction
50553,4,Apartment,2609,5.21,Cr,Andheri,Ready to move
50558,2,Apartment,808,1.46,Cr,Andheri,Under Construction
50559,1,Apartment,546,80,L,Andheri,Under Construction
50589,2,Apartment,1135,2.16,Cr,Andheri,Ready to move
50590,2,Apartment,1080,2.3,Cr,Andheri,Under Construction
50593,1,Apartment,600,1.06,Cr,Andheri,Under Construction
50599,2,Apartment,1135,2.25,Cr,Andheri,Ready to move
50601,2,Apartment,1246,1.84,Cr,Andheri,Ready to move
50603,2,Apartment,1010,2.07,Cr,Andheri,Under Construction
50620,1,Apartment,336,65,L,Andheri,Ready to move
50673,2,Apartment,700,1.55,Cr,Andheri,Under Construction
50674,1,Apartment,600,99,L,Andheri,Under Construction
50682,1,Apartment,500,1.1,Cr,Andheri,Under Construction
50735,2,Apartment,680,1.86,Cr,Andheri,Under Construction
52490,1,Apartment,508,1.15,Cr,Andheri,Ready to move
52559,2,Apartment,880,1.75,Cr,Andheri,Ready to move
